2025-05-09 02:58:04,014 - WARNING - Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x157350510>: Failed to resolve 'www.comet.com' ([Errno 8] nodename nor servname provided, or not known)")': /clientlib/rest/v2/write/experiment/output
2025-05-09 02:58:08,029 - WARNING - Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x154a86bd0>: Failed to resolve 'www.comet.com' ([Errno 8] nodename nor servname provided, or not known)")': /clientlib/rest/v2/write/experiment/output
2025-05-09 02:58:16,044 - WARNING - Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x157337d50>: Failed to resolve 'www.comet.com' ([Errno 8] nodename nor servname provided, or not known)")': /clientlib/rest/v2/write/experiment/output
2025-05-09 02:58:16,064 - WARNING - Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x157336610>: Failed to resolve 'www.comet.com' ([Errno 8] nodename nor servname provided, or not known)")': /clientlib/batch/logger/experiment/metric
2025-05-09 02:58:20,081 - WARNING - Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x157335390>: Failed to resolve 'www.comet.com' ([Errno 8] nodename nor servname provided, or not known)")': /clientlib/batch/logger/experiment/metric
2025-05-09 03:59:10,865 - WARNING - Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x15732f310>: Failed to resolve 'www.comet.com' ([Errno 8] nodename nor servname provided, or not known)")': /clientlib/batch/logger/experiment/metric
2025-05-09 03:59:10,884 - WARNING - Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x157359650>: Failed to resolve 'www.comet.com' ([Errno 8] nodename nor servname provided, or not known)")': /clientlib/rest/v2/write/experiment/output
2025-05-09 03:59:14,892 - WARNING - Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x157358890>: Failed to resolve 'www.comet.com' ([Errno 8] nodename nor servname provided, or not known)")': /clientlib/rest/v2/write/experiment/output
2025-05-09 03:59:22,907 - WARNING - Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x15551eed0>: Failed to resolve 'www.comet.com' ([Errno 8] nodename nor servname provided, or not known)")': /clientlib/rest/v2/write/experiment/output
2025-05-09 03:59:22,933 - WARNING - Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x155515490>: Failed to resolve 'www.comet.com' ([Errno 8] nodename nor servname provided, or not known)")': /clientlib/batch/logger/experiment/parameter
2025-05-09 03:59:26,946 - WARNING - Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x155573910>: Failed to resolve 'www.comet.com' ([Errno 8] nodename nor servname provided, or not known)")': /clientlib/batch/logger/experiment/parameter
2025-05-09 03:59:34,956 - WARNING - Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x155516510>: Failed to resolve 'www.comet.com' ([Errno 8] nodename nor servname provided, or not known)")': /clientlib/batch/logger/experiment/parameter
